Symbol,Wavelength,Ionization Level,A (10^8 s^-1),gUpper,gLower,eUpper,eLower,Intensity (long),Intensity (short)
B,157.3679,1,0.884,2,4,7.881,0.002,2.38E-08,2.37E-08
B,166.7272,1,0.173,4,4,7.438,0.002,2.17E-08,2.15E-08
B,160.085,1,0.57,2,4,7.747,0.002,1.98E-08,1.97E-08
B,156.6286,1,0.279,4,2,7.916,0,1.41E-08,1.40E-08
B,154.6789,1,0.214,6,4,8.017,0.002,1.33E-08,1.32E-08
B,166.2608,1,0.2,2,2,7.457,0,1.21E-08,1.20E-08
B,157.3301,1,0.442,2,2,7.881,0,1.19E-08,1.18E-08
B,154.3763,1,0.562,2,4,8.033,0.002,1.13E-08,1.13E-08
B,155.9071,1,0.404,2,4,7.954,0.002,9.46E-09,9.40E-09
B,160.0455,1,0.27,2,2,7.747,0,9.39E-09,9.32E-09
B,821.183,1,0.034,8,6,7.443,5.933,8.46E-09,8.37E-09
B,153.4166,1,0.144,6,4,8.083,0.002,7.91E-09,7.86E-09
B,154.6423,1,0.178,4,2,8.017,0,7.39E-09,7.34E-09
B,160.0761,1,0.0932,4,4,7.747,0.002,6.48E-09,6.43E-09
B,821.204,1,0.032,6,4,7.443,5.934,5.98E-09,5.91E-09
B,154.3398,1,0.281,2,2,8.033,0,5.66E-09,5.63E-09
B,206.6654,1,1.6,6,6,9.551,3.553,5.49E-09,5.48E-09
B,155.8701,1,0.2,2,2,7.954,0,4.68E-09,4.65E-09
B,153.3806,1,0.12,4,2,8.083,0,4.40E-09,4.37E-09
B,681.9517,1,0.022,8,6,7.751,5.933,3.04E-09,3.01E-09
B,156.666,1,0.056,4,4,7.916,0.002,2.82E-09,2.80E-09
B,206.6377,1,0.69,6,4,9.551,3.552,2.37E-09,2.36E-09
B,206.7193,1,1,4,6,9.549,3.553,2.29E-09,2.29E-09
B,866.857,1,0.0367,2,4,7.457,6.027,2.22E-09,2.20E-09
B,206.6728,1,0.92,4,2,9.549,3.552,2.11E-09,2.11E-09
B,681.96637,1,0.02,6,4,7.751,5.934,2.07E-09,2.05E-09
B,206.7193,1,1.8,2,4,9.548,3.552,2.07E-09,2.06E-09
B,154.6789,1,0.0356,4,4,8.017,0.002,1.48E-09,1.47E-09
B,624.457,1,0.014,8,6,7.918,5.933,1.40E-09,1.39E-09
B,866.7223,1,0.0184,2,2,7.457,6.027,1.11E-09,1.10E-09
B,624.466,1,0.012,6,4,7.918,5.934,9.03E-10,8.96E-10
B,153.4166,1,0.024,4,4,8.083,0.002,8.79E-10,8.74E-10
B,594.263,1,0.0084,8,6,8.019,5.933,6.95E-10,6.91E-10
B,206.693,1,0.3,4,4,9.549,3.552,6.88E-10,6.87E-10
B,720.859,1,0.0172,2,4,7.747,6.027,5.98E-10,5.94E-10
B,162.4023,2,6.48,5,5,12.266,4.632,5.15E-10,5.14E-10
B,594.272,1,0.0079,6,4,8.019,5.934,4.90E-10,4.87E-10
B,563.3069,1,0.00225,4,2,7.165,4.964,4.78E-10,4.71E-10
B,206.702,1,0.38,2,2,9.548,3.552,4.36E-10,4.36E-10
B,821.1789,1,0.00228,6,6,7.443,5.933,4.26E-10,4.21E-10
B,576.1943,1,0.0057,8,6,8.085,5.933,4.17E-10,4.14E-10
B,957.634,1,0.00536,8,6,8.085,6.79,3.92E-10,3.89E-10
B,720.766,1,0.0086,2,2,7.747,6.027,2.99E-10,2.97E-10
B,576.1943,1,0.0053,6,4,8.085,5.934,2.91E-10,2.89E-10
B,957.621,1,0.005,6,4,8.085,6.79,2.74E-10,2.72E-10
B,153.245,1,0.01356,2,4,8.093,0.002,2.44E-10,2.42E-10
B,643.225,1,0.0104,2,4,7.954,6.027,2.44E-10,2.42E-10
B,563.32732,1,0.00225,2,2,7.165,4.964,2.39E-10,2.36E-10
B,720.685,1,0.00198,6,4,7.747,6.027,2.07E-10,2.05E-10
B,656.345,1,0.00241,6,4,7.916,6.027,1.82E-10,1.81E-10
B,162.3597,2,2.17,5,3,12.266,4.63,1.72E-10,1.72E-10
B,162.4376,2,3.59,3,5,12.265,4.632,1.72E-10,1.72E-10
B,681.9517,1,0.0014,6,6,7.751,5.933,1.45E-10,1.44E-10
B,158.7747,1,1.2,6,6,11.362,3.553,1.39E-10,1.39E-10
B,162.379,2,2.89,3,1,12.265,4.629,1.38E-10,1.38E-10
B,162.4175,2,8.65,1,3,12.263,4.63,1.38E-10,1.38E-10
B,622.815,1,0.00208,6,4,8.017,6.027,1.30E-10,1.29E-10
B,153.2094,1,0.0068,2,2,8.093,0,1.22E-10,1.22E-10
B,643.151,1,0.00518,2,2,7.954,6.027,1.21E-10,1.21E-10
B,720.593,1,0.00165,4,2,7.747,6.027,1.15E-10,1.14E-10
B,617.936,1,0.0055,2,4,8.033,6.027,1.11E-10,1.10E-10
B,162.3951,2,2.16,3,3,12.265,4.63,1.03E-10,1.03E-10
B,656.269,1,0.00201,4,2,7.916,6.027,1.01E-10,1.01E-10
B,602.837,1,0.00163,6,4,8.083,6.027,8.95E-11,8.90E-11
B,622.745,1,0.0017,4,2,8.017,6.027,7.06E-11,7.01E-11
B,624.457,1,0.00087,6,6,7.918,5.933,6.54E-11,6.50E-11
B,158.7596,1,0.5,6,4,11.362,3.552,5.79E-11,5.79E-11
B,158.7653,1,0.75,4,6,11.362,3.553,5.79E-11,5.79E-11
B,617.867,1,0.0027,2,2,8.033,6.027,5.44E-11,5.41E-11
B,158.7385,1,0.7,4,2,11.362,3.552,5.40E-11,5.40E-11
B,158.7451,1,1.4,2,4,11.363,3.552,5.40E-11,5.40E-11
B,602.772,1,0.0014,4,2,8.083,6.027,5.13E-11,5.10E-11
B,417.927,1,0.0061,4,4,8.993,6.027,3.99E-11,3.98E-11
B,594.263,1,0.00056,6,6,8.019,5.933,3.48E-11,3.45E-11
B,349.024,1,3.21E-08,6,4,3.553,0.002,2.35E-11,1.17E-11
B,720.685,1,0.00033,4,4,7.747,6.027,2.29E-11,2.28E-11
B,576.1943,1,0.00039,6,6,8.085,5.933,2.14E-11,2.13E-11
B,656.345,1,0.000403,4,4,7.916,6.027,2.03E-11,2.02E-11
B,957.634,1,0.000358,6,6,8.085,6.79,1.96E-11,1.95E-11
B,345.1303,2,0.542,5,3,12.691,9.1,1.96E-11,1.96E-11
B,158.75,1,0.23,4,4,11.362,3.552,1.78E-11,1.77E-11
B,418.099,1,0.0049,2,2,8.992,6.027,1.61E-11,1.60E-11
B,622.815,1,0.000346,4,4,8.017,6.027,1.44E-11,1.43E-11
B,267.718,2,1.04E-07,3,1,4.63,0,1.23E-11,9.82E-12
B,158.734,1,0.28,2,2,11.363,3.552,1.08E-11,1.08E-11
B,238.86,1,0.059,6,6,11.122,5.933,1.07E-11,1.07E-11
B,602.837,1,0.000273,4,4,8.083,6.027,1.00E-11,9.94E-12
B,418.13,1,0.0025,2,4,8.992,6.027,8.19E-12,8.17E-12
B,417.896,1,0.0012,4,2,8.993,6.027,7.84E-12,7.82E-12
B,238.86,1,0.056,4,4,11.122,5.934,6.76E-12,6.76E-12
B,261.351,1,0.028,4,4,10.77,6.027,6.52E-12,6.52E-12
B,677.895,1,0.000802,4,4,8.993,7.165,5.24E-12,5.23E-12
B,261.375,1,0.023,2,2,10.769,6.027,2.68E-12,2.68E-12
B,349.101,1,5.18E-09,4,4,3.552,0.002,2.53E-12,1.26E-12
B,678.401,1,0.000639,2,2,8.992,7.165,2.09E-12,2.09E-12
B,286.11,1,0.0099,6,6,11.122,6.79,1.79E-12,1.79E-12
B,343.806,1,0.0071,4,4,10.77,7.165,1.65E-12,1.65E-12
B,261.339,1,0.0057,4,2,10.77,6.027,1.33E-12,1.33E-12
B,261.388,1,0.011,2,4,10.769,6.027,1.28E-12,1.28E-12
B,286.11,1,0.0095,4,4,11.122,6.79,1.15E-12,1.15E-12
B,678.431,1,0.00032,2,4,8.992,7.165,1.05E-12,1.05E-12
B,677.866,1,0.00016,4,2,8.993,7.165,1.05E-12,1.04E-12
B,238.8851,1,0.0063,4,6,11.122,5.933,7.61E-13,7.61E-13
B,238.868,1,0.0042,6,4,11.122,5.934,7.60E-13,7.60E-13
B,213.4352,1,0.021,4,4,11.834,6.027,6.74E-13,6.74E-13
B,343.861,1,0.00573,2,2,10.769,7.165,6.68E-13,6.68E-13
B,878.509,1,3.40E-06,6,4,7.438,6.027,6.41E-13,6.34E-13
B,348.915,1,9.72E-10,4,2,3.552,0,4.75E-13,2.36E-13
B,348.972,1,1.48E-09,2,2,3.552,0,3.62E-13,1.80E-13
B,336.433,1,0.002,6,6,11.122,7.438,3.62E-13,3.62E-13
B,878.371,1,2.80E-06,4,2,7.438,6.027,3.52E-13,3.48E-13
B,343.869,1,0.00287,2,4,10.769,7.165,3.35E-13,3.35E-13
B,343.799,1,0.00143,4,2,10.77,7.165,3.33E-13,3.33E-13
B,184.282,2,13.3,1,3,15.828,9.1,2.96E-13,2.96E-13
B,213.4458,1,0.017,2,2,11.834,6.027,2.73E-13,2.73E-13
B,336.471,1,0.002,4,4,11.122,7.438,2.42E-13,2.41E-13
B,367.232,1,0.00082,6,6,11.122,7.747,1.49E-13,1.48E-13
B,213.4271,1,0.0042,4,2,11.834,6.027,1.35E-13,1.35E-13
B,213.4539,1,0.0083,2,4,11.834,6.027,1.33E-13,1.33E-13
B,286.143,1,0.0011,4,6,11.122,6.79,1.33E-13,1.33E-13
B,265.423,1,0.00404,4,4,11.834,7.165,1.30E-13,1.30E-13
B,286.114,1,0.00071,6,4,11.122,6.79,1.29E-13,1.29E-13
B,367.277,1,0.00077,4,4,11.122,7.747,9.30E-14,9.30E-14
B,878.509,1,5.70E-07,4,4,7.438,6.027,7.16E-14,7.08E-14
B,265.448,1,0.0032,2,2,11.834,7.165,5.14E-14,5.14E-14
B,265.452,1,0.00162,2,4,11.834,7.165,2.60E-14,2.60E-14
B,265.419,1,0.00081,4,2,11.834,7.165,2.60E-14,2.60E-14
B,336.471,1,0.00021,4,6,11.122,7.438,2.54E-14,2.54E-14
B,336.433,1,0.00014,6,4,11.122,7.438,2.54E-14,2.53E-14
B,349.158,1,8.50E-11,2,4,3.552,0.002,2.08E-14,1.03E-14
B,160.7761,2,3.704,1,3,16.813,9.101,1.36E-14,1.36E-14
B,367.277,1,8.60E-05,4,6,11.122,7.747,1.04E-14,1.04E-14
B,367.232,1,5.70E-05,6,4,11.122,7.747,1.03E-14,1.03E-14
B,267.602,2,1.69E-11,5,1,4.632,0,3.32E-15,2.65E-15
B,153.8344,2,9.20E-05,5,5,12.691,4.632,3.32E-15,3.32E-15
B,206.57787,3,1.8913,4,2,6,0,1.54E-15,1.46E-15
B,239.5048,2,0.756,3,5,17.866,12.691,1.21E-15,1.21E-15
B,703.02,2,0.397,5,3,17.853,16.09,1.08E-15,1.08E-15
B,206.72356,3,1.8872,2,2,5.996,0,7.73E-16,7.36E-16
B,153.7962,2,2.14E-05,5,3,12.691,4.63,7.73E-16,7.73E-16
B,703.19,2,0.398,3,3,17.853,16.09,6.52E-16,6.52E-16
B,391.482,2,4.00E-06,5,3,12.266,9.1,3.18E-16,3.18E-16
B,703.254,2,0.397,1,3,17.852,16.09,2.17E-16,2.17E-16
B,608.044,2,0.121,3,1,17.866,15.828,1.93E-16,1.93E-16
B,944.637,2,0.208,5,3,19.179,17.866,5.04E-17,5.04E-17
B,155.7002,2,0.0158,1,3,17.063,9.1,3.66E-17,3.66E-17
B,412.1933,2,2.36,9,7,21.685,18.678,1.07E-17,1.07E-17
B,447.2851,2,0.905,3,5,20.624,17.853,9.44E-18,9.44E-18
B,412.1933,2,2.09,7,5,21.685,18.678,7.38E-18,7.38E-18
B,494.0376,2,1.88,7,5,21.688,19.179,6.61E-18,6.61E-18
B,391.817,2,4.07E-07,1,3,12.263,9.1,6.50E-18,6.49E-18
B,447.2101,2,0.544,3,3,20.624,17.853,5.68E-18,5.68E-18
B,412.1933,2,1.98,5,3,21.685,18.678,4.99E-18,4.99E-18
B,332.3597,2,1.15,7,5,21.582,17.853,4.90E-18,4.90E-18
B,419.4792,2,1.34,1,3,20.821,17.866,3.25E-18,3.25E-18
B,332.3178,2,0.862,5,3,21.582,17.853,2.62E-18,2.62E-18
B,232.8668,2,0.566,3,1,21.151,15.828,2.27E-18,2.27E-18
B,447.2101,2,0.181,3,1,20.624,17.852,1.89E-18,1.89E-18
B,303.2258,2,0.419,3,1,21.151,17.063,1.68E-18,1.68E-18
B,628.547,2,0.332,3,5,21.151,19.179,1.33E-18,1.33E-18
B,192.667,2,2.24,5,3,22.525,16.09,1.23E-18,1.23E-18
B,332.3178,2,0.638,3,1,21.582,17.852,1.16E-18,1.16E-18
B,317.9331,2,0.529,5,3,21.765,17.866,1.15E-18,1.15E-18
B,221.8531,2,0.000412,5,5,17.853,12.266,1.12E-18,1.12E-18
B,478.4206,2,0.2,5,7,21.269,18.678,1.08E-18,1.08E-18
B,412.1933,2,0.37,5,5,21.685,18.678,9.33E-19,9.33E-19
B,412.1933,2,0.26,7,7,21.685,18.678,9.18E-19,9.18E-19
B,332.3598,2,0.287,5,5,21.582,17.853,8.73E-19,8.73E-19
B,332.3206,2,0.478,3,3,21.582,17.853,8.72E-19,8.72E-19
B,391.687,2,1.70E-08,3,3,12.265,9.1,8.12E-19,8.12E-19
B,192.7462,2,2.24,3,3,22.522,16.09,7.40E-19,7.40E-19
B,239.3204,2,0.111,5,3,21.269,16.09,5.97E-19,5.97E-19
B,478.4206,2,0.173,3,5,21.269,18.678,5.58E-19,5.58E-19
B,240.151,2,0.000332,3,5,17.853,12.691,5.44E-19,5.44E-19
B,184.828,2,1.67,3,1,22.536,15.828,5.39E-19,5.39E-19
B,221.7871,2,0.000137,5,3,17.853,12.265,3.74E-19,3.74E-19
B,221.8705,2,0.000227,3,5,17.853,12.266,3.72E-19,3.72E-19
B,239.3212,2,0.111,3,3,21.269,16.09,3.58E-19,3.58E-19
B,291.8076,2,0.657,9,7,22.926,18.678,3.13E-19,3.13E-19
B,221.7628,2,0.000181,3,1,17.853,12.263,2.96E-19,2.96E-19
B,221.8076,2,0.00054,1,3,17.852,12.265,2.95E-19,2.95E-19
B,697.688,2,0.000182,3,3,17.866,16.09,2.91E-19,2.91E-19
B,245.9895,2,0.719,7,5,22.892,17.853,2.84E-19,2.84E-19
B,169.5814,2,2.41,3,1,23.139,15.828,2.60E-19,2.60E-19
Al,396.152,1,0.98,2,4,3.143,0.014,1.09E-04,3.95E-05
Al,394.40058,1,0.493,2,2,3.143,0,5.46E-05,1.99E-05
Al,309.27099,1,0.74,6,4,4.022,0.014,2.40E-05,1.54E-05
Al,308.21529,1,0.63,4,2,4.021,0,1.36E-05,8.72E-06
Al,167.07867,2,14.6,3,1,7.421,0,1.36E-05,1.34E-05
Al,309.28386,1,0.12,4,4,4.021,0.014,2.59E-06,1.66E-06
Al,193.6459,1,35.57,2,4,6.417,0.014,2.34E-06,2.27E-06
Al,237.3124,1,0.86,6,4,5.237,0.014,1.83E-06,1.63E-06
Al,257.5094,1,0.28,6,4,4.827,0.014,1.42E-06,1.18E-06
Al,193.2266,1,17.86,2,2,6.417,0,1.18E-06,1.14E-06
Al,226.9096,1,0.79,6,4,5.476,0.014,1.02E-06,9.37E-07
Al,236.7052,1,0.72,4,2,5.236,0,1.02E-06,9.09E-07
Al,256.7984,1,0.23,4,2,4.827,0,7.79E-07,6.48E-07
Al,266.0393,1,0.264,2,4,4.673,0.014,6.27E-07,5.03E-07
Al,176.6381,1,15.41,4,4,7.033,0.014,6.12E-07,6.02E-07
Al,226.3462,1,0.66,4,2,5.476,0,5.70E-07,5.22E-07
Al,221.0046,1,0.54,6,4,5.622,0.014,5.19E-07,4.82E-07
Al,265.2484,1,0.133,2,2,4.673,0,3.16E-07,2.54E-07
Al,217.4028,1,0.365,6,4,5.715,0.014,2.91E-07,2.72E-07
Al,220.466,1,0.453,4,2,5.622,0,2.91E-07,2.70E-07
Al,237.3349,1,0.14,4,4,5.236,0.014,1.98E-07,1.77E-07
Al,215.0699,1,0.279,6,4,5.777,0.014,1.96E-07,1.84E-07
Al,877.3896,1,0.1,8,6,5.434,4.022,1.88E-07,1.72E-07
Al,216.8805,1,0.306,4,2,5.715,0,1.63E-07,1.52E-07
Al,257.5393,1,0.044,4,4,4.827,0.014,1.49E-07,1.24E-07
Al,877.2866,1,0.098,6,4,5.434,4.021,1.38E-07,1.26E-07
Al,176.9133,1,6.57,2,4,7.023,0.014,1.33E-07,1.31E-07
Al,213.4733,1,0.181,6,4,5.82,0.014,1.17E-07,1.10E-07
Al,226.922,1,0.13,4,4,5.476,0.014,1.12E-07,1.03E-07
Al,214.5555,1,0.233,4,2,5.777,0,1.09E-07,1.03E-07
Al,783.6134,1,0.062,8,6,5.603,4.022,8.26E-08,7.65E-08
Al,212.3362,1,0.122,6,4,5.851,0.014,7.40E-08,6.98E-08
Al,237.8368,1,0.095,2,4,5.225,0.014,6.89E-08,6.13E-08
Al,212.9663,1,0.152,4,2,5.82,0,6.54E-08,6.16E-08
Al,221.013,1,0.09,4,4,5.622,0.014,5.77E-08,5.36E-08
Al,783.5309,1,0.057,6,4,5.603,4.021,5.69E-08,5.28E-08
Al,211.4982,1,0.09486,6,4,5.875,0.014,5.49E-08,5.19E-08
Al,210.8622,1,0.07511,6,4,5.892,0.014,4.19E-08,3.97E-08
Al,211.8312,1,0.103,4,2,5.851,0,4.16E-08,3.93E-08
Al,669.6015,1,0.0169,4,2,4.994,3.143,3.99E-08,3.43E-08
Al,237.207,1,0.0478,2,2,5.225,0,3.47E-08,3.08E-08
Al,210.3684,1,0.06036,6,4,5.906,0.014,3.28E-08,3.10E-08
Al,217.4113,1,0.061,4,4,5.715,0.014,3.24E-08,3.03E-08
Al,226.3731,1,0.075,2,4,5.489,0.014,3.15E-08,2.89E-08
Al,210.9991,1,0.07966,4,2,5.875,0,3.07E-08,2.90E-08
Al,736.2296,1,0.02746,8,6,5.706,4.022,2.97E-08,2.78E-08
Al,209.9773,1,0.04924,6,4,5.917,0.014,2.62E-08,2.48E-08
Al,210.3658,1,0.06293,4,2,5.892,0,2.34E-08,2.22E-08
Al,215.0728,1,0.046,4,4,5.777,0.014,2.16E-08,2.03E-08
Al,209.6623,1,0.04071,6,4,5.926,0.014,2.13E-08,2.01E-08
Al,736.1568,1,0.02563,6,4,5.706,4.022,2.08E-08,1.95E-08
Al,669.8673,1,0.0169,2,2,4.993,3.143,2.00E-08,1.72E-08
Al,209.8741,1,0.05068,4,2,5.906,0,1.84E-08,1.74E-08
Al,209.4049,1,0.03402,6,4,5.933,0.014,1.75E-08,1.66E-08
Al,708.4643,1,0.01837,8,6,5.772,4.022,1.74E-08,1.64E-08
Al,225.7999,1,0.0377,2,2,5.489,0,1.59E-08,1.45E-08
Al,266.9155,2,6.37E-05,3,1,4.644,0,1.58E-08,1.27E-08
Al,209.4847,1,0.04135,4,2,5.917,0,1.46E-08,1.39E-08
Al,209.1919,1,0.02875,6,4,5.939,0.014,1.46E-08,1.39E-08
Al,305.7144,1,0.7501,6,6,7.668,3.613,1.32E-08,1.31E-08
Al,213.476,1,0.03,4,4,5.82,0.014,1.29E-08,1.22E-08
Al,209.0135,1,0.02445,6,4,5.944,0.014,1.23E-08,1.17E-08
Al,708.3969,1,0.01715,6,4,5.772,4.022,1.22E-08,1.15E-08
Al,209.1711,1,0.03418,4,2,5.926,0,1.19E-08,1.13E-08
Al,237.2114,1,4.472,8,6,8.839,3.613,1.14E-08,1.13E-08
Al,690.6287,1,0.01289,8,6,5.817,4.022,1.12E-08,1.05E-08
Al,220.459,1,0.0349,2,4,5.636,0.014,1.09E-08,1.01E-08
Al,208.8627,1,0.02104,6,4,5.949,0.014,1.05E-08,9.97E-09
Al,208.9149,1,0.02857,4,2,5.933,0,9.80E-09,9.29E-09
Al,877.3905,1,0.0069,6,6,5.434,4.022,9.74E-09,8.88E-09
Al,208.734,1,0.01818,6,4,5.952,0.014,9.00E-09,8.55E-09
Al,208.7027,1,0.02408,4,2,5.939,0,8.16E-09,7.74E-09
Al,212.3359,1,0.02,4,4,5.851,0.014,8.08E-09,7.63E-09
Al,690.5646,1,0.01203,6,4,5.817,4.022,7.81E-09,7.36E-09
Al,208.6234,1,0.01581,6,4,5.955,0.014,7.78E-09,7.39E-09
Al,678.4256,1,0.009393,8,6,5.849,4.022,7.62E-09,7.19E-09
Al,208.5251,1,0.02053,4,2,5.944,0,6.89E-09,6.54E-09
Al,208.5275,1,0.01385,6,4,5.958,0.014,6.78E-09,6.44E-09
Al,216.9843,1,0.02523,2,4,5.726,0.014,6.55E-09,6.13E-09
Al,172.49838,2,12.1,7,5,11.847,4.659,6.35E-09,6.35E-09
Al,211.4994,1,0.01608,4,4,5.875,0.014,6.20E-09,5.86E-09
Al,236.9305,1,3.137,6,4,8.836,3.604,6.01E-09,5.99E-09
Al,208.444,1,0.01221,6,4,5.96,0.014,5.95E-09,5.65E-09
Al,208.375,1,0.01762,4,2,5.949,0,5.86E-09,5.56E-09
Al,306.6144,1,0.4771,4,6,7.656,3.613,5.73E-09,5.68E-09
Al,305.0072,1,0.3214,6,4,7.668,3.604,5.66E-09,5.61E-09
Al,219.915,1,0.0175,2,2,5.636,0,5.45E-09,5.07E-09
Al,669.6788,1,0.007048,8,6,5.873,4.022,5.45E-09,5.15E-09
Al,306.429,1,0.8916,2,4,7.649,3.604,5.43E-09,5.38E-09
Al,305.4679,1,0.4486,4,2,7.656,3.598,5.39E-09,5.34E-09
Al,678.3638,1,0.008766,6,4,5.849,4.022,5.34E-09,5.04E-09
Al,208.3707,1,0.01081,6,4,5.963,0.014,5.24E-09,4.98E-09
Al,208.2469,1,0.01523,4,2,5.952,0,5.03E-09,4.78E-09
Al,176.39521,2,9.8,5,5,11.688,4.659,4.93E-09,4.93E-09
Al,210.8631,1,0.01273,4,4,5.892,0.014,4.74E-09,4.48E-09
Al,208.306,1,0.009623,6,4,5.964,0.014,4.65E-09,4.42E-09
Al,884.1277,1,0.011,2,4,5.489,4.087,4.62E-09,4.24E-09
Al,555.7063,1,0.00425,4,2,5.373,3.143,4.53E-09,4.11E-09
Al,208.1367,1,0.01328,4,2,5.955,0,4.36E-09,4.14E-09
Al,214.756,1,0.01879,2,4,5.786,0.014,4.33E-09,4.07E-09
Al,208.2487,1,0.008601,6,4,5.966,0.014,4.14E-09,3.94E-09
Al,783.6134,1,0.0041,6,6,5.603,4.022,4.10E-09,3.80E-09
Al,663.1809,1,0.00534,8,6,5.891,4.022,3.98E-09,3.77E-09
Al,669.6185,1,0.006578,6,4,5.873,4.022,3.82E-09,3.61E-09
Al,208.0413,1,0.01163,4,2,5.958,0,3.80E-09,3.61E-09
Al,210.3691,1,0.01023,4,4,5.906,0.014,3.70E-09,3.51E-09
Al,208.1976,1,0.007705,6,4,5.968,0.014,3.70E-09,3.52E-09
Al,172.12714,2,9.14,5,3,11.847,4.644,3.42E-09,3.42E-09
Al,807.5353,1,0.003552,6,4,5.623,4.087,3.41E-09,3.17E-09
Al,207.9581,1,0.01023,4,2,5.96,0,3.32E-09,3.16E-09
Al,208.1519,1,0.006933,6,4,5.969,0.014,3.32E-09,3.16E-09
Al,216.4577,1,0.01268,2,2,5.726,0,3.29E-09,3.08E-09
Al,237.0225,1,2.411,4,4,8.834,3.604,3.09E-09,3.08E-09
Al,213.2388,1,0.01432,2,4,5.827,0.014,3.04E-09,2.86E-09
Al,761.482,1,0.003797,6,4,5.715,4.087,3.02E-09,2.83E-09
Al,208.1109,1,0.006268,6,4,5.97,0.014,3.00E-09,2.85E-09
Al,209.9779,1,0.008345,4,4,5.917,0.014,2.96E-09,2.80E-09
Al,207.8851,1,0.00906,4,2,5.963,0,2.93E-09,2.78E-09
Al,663.1218,1,0.005041,6,4,5.891,4.022,2.82E-09,2.67E-09
Al,208.0739,1,0.005692,6,4,5.971,0.014,2.72E-09,2.58E-09
Al,207.8208,1,0.008061,4,2,5.964,0,2.60E-09,2.47E-09
Al,237.357,1,1.333,6,6,8.836,3.613,2.55E-09,2.54E-09
Al,186.23111,2,4.12,3,5,11.317,4.659,2.48E-09,2.48E-09
Al,208.0405,1,0.005169,6,4,5.972,0.014,2.46E-09,2.34E-09
Al,236.8112,1,3.75,2,2,8.833,3.598,2.41E-09,2.40E-09
Al,236.7611,1,1.876,4,2,8.834,3.598,2.40E-09,2.40E-09
Al,209.6628,1,0.006898,4,4,5.926,0.014,2.40E-09,2.28E-09
Al,882.8909,1,0.0056,2,2,5.489,4.085,2.35E-09,2.16E-09
Al,207.7637,1,0.007205,4,2,5.966,0,2.31E-09,2.20E-09
Al,733.5648,1,0.003265,6,4,5.777,4.087,2.30E-09,2.16E-09
Al,555.7948,1,0.00425,2,2,5.373,3.143,2.27E-09,2.06E-09
Al,208.0101,1,0.004716,6,4,5.973,0.014,2.24E-09,2.13E-09
Al,212.1576,1,0.01116,2,4,5.856,0.014,2.23E-09,2.11E-09
Al,214.2402,1,0.009441,2,2,5.786,0,2.18E-09,2.04E-09
Al,800.3185,1,0.006876,2,4,5.636,4.087,2.14E-09,1.99E-09
Al,232.1562,1,1.362,6,6,8.953,3.613,2.09E-09,2.08E-09
Al,207.7129,1,0.006469,4,2,5.968,0,2.07E-09,1.97E-09
Al,207.9825,1,0.004312,6,4,5.974,0.014,2.05E-09,1.95E-09
Al,209.4053,1,0.005765,4,4,5.933,0.014,1.98E-09,1.88E-09
Al,806.5968,1,0.002968,4,2,5.622,4.086,1.90E-09,1.77E-09
Al,207.9573,1,0.003951,6,4,5.974,0.014,1.87E-09,1.78E-09
Al,207.6674,1,0.005822,4,2,5.969,0,1.86E-09,1.77E-09
Al,510.752,1,0.002573,4,2,5.57,3.143,1.83E-09,1.70E-09
Al,207.9342,1,0.003638,6,4,5.975,0.014,1.72E-09,1.64E-09
Al,305.903,1,0.1415,4,4,7.656,3.604,1.70E-09,1.68E-09
Al,715.3199,1,0.002623,6,4,5.82,4.087,1.69E-09,1.59E-09
Al,211.3593,1,0.008826,2,4,5.878,0.014,1.69E-09,1.60E-09
Al,760.616,1,0.003173,4,2,5.715,4.086,1.69E-09,1.58E-09
Al,207.6266,1,0.005263,4,2,5.97,0,1.68E-09,1.59E-09
Al,176.77308,2,5.4,3,5,11.673,4.659,1.68E-09,1.68E-09
Al,176.01044,2,3.3,5,3,11.688,4.644,1.66E-09,1.66E-09
Al,209.1922,1,0.004872,4,4,5.939,0.014,1.65E-09,1.57E-09
Al,207.913,1,0.003349,6,4,5.976,0.014,1.58E-09,1.51E-09
Al,212.7302,1,0.007197,2,2,5.827,0,1.53E-09,1.44E-09
Al,171.944,2,6.79,3,1,11.847,4.636,1.53E-09,1.53E-09
Al,207.5898,1,0.004768,4,2,5.971,0,1.52E-09,1.44E-09
Al,185.80262,2,2.48,3,3,11.317,4.644,1.49E-09,1.49E-09
Al,736.2296,1,0.001831,6,6,5.706,4.022,1.49E-09,1.39E-09
Al,892.3555,1,0.0011,6,4,5.476,4.087,1.42E-09,1.30E-09
Al,209.0138,1,0.004144,4,4,5.944,0.014,1.39E-09,1.32E-09
Al,207.5565,1,0.00434,4,2,5.972,0,1.38E-09,1.31E-09
Al,176.5815,2,13.1,1,3,11.665,4.644,1.38E-09,1.38E-09
Al,176.19751,2,4.38,3,1,11.673,4.636,1.36E-09,1.36E-09
Al,207.8755,1,0.002858,6,4,5.977,0.014,1.35E-09,1.28E-09
Al,210.7526,1,0.007117,2,4,5.895,0.014,1.32E-09,1.25E-09
Al,732.747,1,0.002728,4,2,5.777,4.086,1.28E-09,1.20E-09
Al,702.712,1,0.002085,6,4,5.851,4.087,1.26E-09,1.19E-09
Al,207.5262,1,0.00396,4,2,5.973,0,1.26E-09,1.19E-09
Al,208.8629,1,0.003557,4,4,5.949,0.014,1.18E-09,1.12E-09
