Symbol,Wavelength,Ionization Level,A (10^8 s^-1),gUpper,gLower,eUpper,eLower,Intensity (long),Intensity (short)
Zn,524.9674,3,1.008,7,5,29.062,26.701,1.30E-29,1.30E-29
Zn,481.8883,3,1.273,7,7,29.216,26.643,1.25E-29,1.25E-29
Zn,533.686,3,0.9646,5,7,28.966,26.643,1.06E-29,1.06E-29
Zn,556.3719,3,0.5793,9,11,29.086,26.858,9.23E-30,9.23E-30
Zn,497.0769,3,1.178,5,5,29.194,26.701,8.57E-30,8.57E-30
Zn,505.0143,3,1.206,7,5,29.466,27.011,7.52E-30,7.52E-30
Zn,557.8964,3,0.5803,7,9,29.062,26.84,7.51E-30,7.51E-30
Zn,511.9845,3,1.085,3,5,29.122,26.701,5.40E-30,5.40E-30
Zn,515.7431,3,1.019,5,3,29.392,26.989,5.19E-30,5.19E-30
Zn,487.921,3,1.211,5,5,29.552,27.011,4.62E-30,4.62E-30
Zn,546.8132,3,0.5612,7,9,29.466,27.199,3.50E-30,3.50E-30
Zn,568.5928,3,0.3453,7,9,29.216,27.036,3.39E-30,3.39E-30
Zn,519.2442,3,0.2589,5,3,28.966,26.579,2.85E-30,2.85E-30
Zn,175.0771,3,5.181,9,7,30.983,23.901,2.69E-30,2.69E-30
Zn,604.5518,3,0.2432,5,5,28.966,26.916,2.67E-30,2.67E-30
Zn,575.781,3,0.5122,5,7,29.392,27.239,2.61E-30,2.61E-30
Zn,574.1573,3,0.358,5,7,29.194,27.035,2.61E-30,2.61E-30
Zn,556.3874,3,0.2606,7,7,29.216,26.988,2.56E-30,2.56E-30
Zn,161.4896,3,6.586,9,9,31.279,23.601,2.00E-30,2.00E-30
Zn,486.6763,3,0.8059,3,3,29.536,26.989,1.90E-30,1.90E-30
Zn,508.5053,3,0.6579,3,5,29.449,27.011,1.81E-30,1.81E-30
Zn,604.6286,3,0.1042,9,9,29.086,27.036,1.66E-30,1.66E-30
Zn,626.6052,3,0.1472,5,7,28.966,26.988,1.62E-30,1.62E-30
Zn,581.4878,3,0.4026,5,7,29.552,27.42,1.54E-30,1.54E-30
Zn,159.9148,3,6.657,7,9,31.355,23.601,1.37E-30,1.37E-30
Zn,611.6947,3,0.1061,7,7,29.062,27.035,1.37E-30,1.37E-30
Zn,591.1253,3,0.1869,5,5,29.194,27.097,1.36E-30,1.36E-30
Zn,512.52,3,0.1031,7,7,29.062,26.643,1.33E-30,1.33E-30
Zn,491.0534,3,0.5643,3,5,29.536,27.011,1.33E-30,1.33E-30
Zn,503.813,3,0.4637,3,3,29.449,26.989,1.28E-30,1.28E-30
Zn,529.0569,3,1.079,1,3,29.332,26.989,1.23E-30,1.23E-30
Zn,167.6707,3,5.286,7,7,31.296,23.901,1.21E-30,1.21E-30
Zn,556.279,3,0.2313,3,3,29.122,26.893,1.15E-30,1.15E-30
Zn,538.9308,3,0.1098,7,5,29.216,26.916,1.08E-30,1.08E-30
Zn,492.8764,3,0.109,7,5,29.216,26.701,1.07E-30,1.07E-30
Zn,612.3279,3,0.2079,3,5,29.122,27.097,1.04E-30,1.04E-30
Zn,241.8727,3,9.339,11,9,31.965,26.84,1.01E-30,1.01E-30
Zn,167.176,3,5.724,7,5,31.509,24.092,8.94E-31,8.94E-31
Zn,593.7126,3,0.3052,3,5,29.449,27.361,8.41E-31,8.41E-31
Zn,547.1963,3,0.07057,5,5,28.966,26.701,7.76E-31,7.76E-31
Zn,537.5601,3,0.2672,3,3,29.449,27.143,7.36E-31,7.36E-31
Zn,164.1255,3,5.968,5,7,31.456,23.901,7.33E-31,7.33E-31
Zn,487.4333,3,0.1465,3,3,29.122,26.579,7.29E-31,7.29E-31
Zn,485.9028,3,0.09012,5,7,29.194,26.643,6.56E-31,6.56E-31
Zn,538.7246,3,0.08978,5,3,29.194,26.893,6.53E-31,6.53E-31
Zn,549.3311,3,0.2686,3,3,29.536,27.279,6.33E-31,6.33E-31
Zn,520.6612,3,0.1227,5,5,29.392,27.011,6.25E-31,6.25E-31
Zn,592.8887,3,0.2629,3,5,29.536,27.445,6.20E-31,6.20E-31
Zn,167.0891,3,5.55,5,5,31.513,24.092,6.15E-31,6.15E-31
Zn,249.1168,3,6.161,11,9,32.011,27.036,6.11E-31,6.11E-31
Zn,605.9296,3,0.09483,7,7,29.466,27.42,5.92E-31,5.92E-31
Zn,510.0307,3,0.09028,7,9,29.466,27.036,5.63E-31,5.63E-31
Zn,483.5993,3,0.139,5,3,29.552,26.989,5.30E-31,5.30E-31
Zn,588.3284,3,0.1281,5,5,29.552,27.445,4.89E-31,4.89E-31
Zn,248.6867,3,6.016,9,7,32.02,27.035,4.81E-31,4.81E-31
Zn,242.3324,3,8.103,11,9,32.314,27.199,4.66E-31,4.66E-31
Zn,608.1448,3,0.09327,3,1,29.122,27.083,4.64E-31,4.64E-31
Zn,246.7019,3,5.666,9,7,32.012,26.988,4.59E-31,4.59E-31
Zn,451.0088,3,0.1532,3,5,29.449,26.701,4.22E-31,4.22E-31
Zn,590.8458,3,0.02337,9,7,29.086,26.988,3.73E-31,3.73E-31
Zn,244.1966,3,7.694,9,7,32.315,27.239,3.61E-31,3.61E-31
Zn,566.3958,3,0.3167,1,3,29.332,27.143,3.60E-31,3.60E-31
Zn,603.9383,3,0.3125,1,3,29.332,27.279,3.55E-31,3.55E-31
Zn,525.9673,3,0.06823,5,7,29.392,27.035,3.47E-31,3.47E-31
Zn,636.5963,3,0.06126,5,5,29.392,27.445,3.12E-31,3.12E-31
Zn,250.8988,3,7.205,9,7,32.361,27.42,3.12E-31,3.12E-31
Zn,570.0583,3,0.1282,3,5,29.536,27.361,3.02E-31,3.02E-31
Zn,657.0215,3,0.01868,9,9,29.086,27.199,2.98E-31,2.98E-31
Zn,251.5764,3,4.791,7,5,32.025,27.097,2.96E-31,2.96E-31
Zn,598.0958,3,0.02614,5,3,28.966,26.893,2.87E-31,2.87E-31
Zn,161.32,3,6.928,3,5,31.778,24.092,2.85E-31,2.85E-31
Zn,565.8412,3,0.07422,5,5,29.552,27.361,2.83E-31,2.83E-31
Zn,247.3281,3,4.142,7,7,31.999,26.988,2.67E-31,2.67E-31
Zn,243.8172,3,4.005,7,5,31.999,26.916,2.58E-31,2.58E-31
Zn,439.1532,3,0.03995,7,7,29.466,26.643,2.49E-31,2.49E-31
Zn,614.6886,3,0.02429,7,9,29.216,27.199,2.38E-31,2.38E-31
Zn,562.3653,3,0.02381,7,5,29.216,27.011,2.33E-31,2.33E-31
Zn,551.9821,3,0.01389,9,9,29.086,26.84,2.21E-31,2.21E-31
Zn,514.6094,3,0.0547,5,3,29.552,27.143,2.09E-31,2.09E-31
Zn,630.9912,3,0.01606,7,5,29.062,27.097,2.08E-31,2.08E-31
Zn,248.6162,3,6.008,7,5,32.347,27.361,2.07E-31,2.07E-31
Zn,167.954,3,0.3904,9,9,30.983,23.601,2.02E-31,2.02E-31
Zn,246.2012,3,3.984,5,5,31.95,26.916,2.01E-31,2.01E-31
Zn,680.1261,3,0.01537,7,7,29.062,27.239,1.99E-31,1.99E-31
Zn,581.1261,3,0.03928,3,3,29.122,26.989,1.96E-31,1.96E-31
Zn,676.2111,3,0.02678,5,5,29.194,27.361,1.95E-31,1.95E-31
Zn,252.2054,3,5.758,7,5,32.36,27.445,1.94E-31,1.94E-31
Zn,243.4295,3,4.038,5,3,31.985,26.893,1.91E-31,1.91E-31
Zn,249.0728,3,2.312,9,9,32.012,27.036,1.87E-31,1.87E-31
Zn,231.3616,3,6,3,3,31.936,26.579,1.86E-31,1.86E-31
Zn,485.0305,3,0.06475,3,3,29.449,26.893,1.79E-31,1.79E-31
Zn,561.9955,3,0.02412,5,3,29.194,26.989,1.76E-31,1.76E-31
Zn,240.5208,3,1.742,11,11,32.011,26.858,1.73E-31,1.73E-31
Zn,240.8401,3,6.004,5,3,32.29,27.143,1.64E-31,1.64E-31
Zn,505.0143,3,0.04279,5,5,29.552,27.097,1.63E-31,1.63E-31
Zn,587.3778,3,0.03243,3,5,29.122,27.011,1.61E-31,1.61E-31
Zn,230.7602,3,3.188,5,3,31.95,26.579,1.61E-31,1.61E-31
Cd,228.80225,1,5.3,3,1,5.417,0,8.44E-05,7.69E-05
Cd,214.4393,2,2.826,4,2,5.78,0,3.27E-05,3.07E-05
Cd,226.5019,2,2.97,2,2,5.473,0,3.21E-05,2.94E-05
Cd,326.10548,1,0.00406,3,1,3.801,0,2.48E-06,1.43E-06
Cd,508.58217,1,0.56,3,5,6.383,3.946,1.29E-06,1.25E-06
Cd,361.05077,1,1.3,7,5,7.379,3.946,1.01E-06,1.00E-06
Cd,479.99123,1,0.41,3,3,6.383,3.801,9.44E-07,9.14E-07
Cd,346.61996,1,1.2,5,3,7.377,3.801,6.71E-07,6.63E-07
Cd,643.84695,1,0.59,5,3,7.342,5.417,3.53E-07,3.48E-07
Cd,467.81493,1,0.13,3,1,6.383,3.734,2.99E-07,2.90E-07
Cd,340.36521,1,0.77,3,1,7.375,3.734,2.59E-07,2.56E-07
Cd,346.76547,1,0.67,3,3,7.375,3.801,2.26E-07,2.23E-07
Cd,361.28729,1,0.35,5,5,7.377,3.946,1.96E-07,1.94E-07
Cd,298.06204,1,0.59,7,5,8.105,3.946,1.15E-07,1.14E-07
Cd,288.0767,1,0.42,5,3,8.103,3.801,5.86E-08,5.82E-08
Cd,361.4455,1,0.08525,3,5,7.376,3.946,2.87E-08,2.83E-08
Cd,283.68999,1,0.28,3,1,8.103,3.734,2.35E-08,2.33E-08
Cd,298.13625,1,0.15,5,5,8.103,3.946,2.09E-08,2.08E-08
Cd,288.12245,1,0.24,3,3,8.103,3.801,2.01E-08,2.00E-08
Cd,313.3168,1,0.1161,3,3,7.757,3.801,1.88E-08,1.86E-08
Cd,466.2352,1,0.055,5,3,8.076,5.417,8.09E-09,8.04E-09
Cd,230.6624,1,1.312,1,3,9.175,3.801,4.81E-09,4.80E-09
Cd,232.9288,1,0.449,3,5,9.268,3.946,4.15E-09,4.14E-09
Cd,414.02988,1,0.047,5,3,8.411,5.417,3.66E-09,3.64E-09
Cd,257.2928,2,3.221,2,2,10.29,5.473,3.32E-09,3.32E-09
Cd,226.7424,1,0.1086,3,3,9.268,3.801,1.00E-09,1.00E-09
Cd,231.2753,2,0.707,6,4,11.14,5.78,4.48E-10,4.47E-10
Hg,184.94994,1,7.46,3,1,6.704,0,2.04E-05,2.00E-05
Hg,253.6521,1,0.08,3,1,4.886,0,8.62E-06,7.28E-06
Hg,194.22729,2,7.5,2,2,6.383,0,6.13E-06,5.94E-06
Hg,164.9937,2,12,4,2,7.514,0,2.20E-06,2.18E-06
Hg,281.4962,2,0.001402,6,2,4.403,0,2.12E-07,1.58E-07
Hg,435.8335,1,0.557,3,3,7.73,4.886,2.11E-07,2.09E-07
Hg,546.075,1,0.487,3,5,7.73,5.461,1.85E-07,1.83E-07
Hg,579.066,1,2.039,5,3,8.845,6.704,1.55E-07,1.55E-07
Hg,365.0158,1,1.3,7,5,8.856,5.461,1.36E-07,1.35E-07
Hg,313.1838,1,1.24,5,3,8.845,4.887,9.44E-08,9.41E-08
Hg,313.1545,1,2.067,3,3,8.845,4.887,9.43E-08,9.40E-08
Hg,366.3275,1,1.089,5,5,8.845,5.461,8.29E-08,8.26E-08
Hg,404.6565,1,0.21,3,1,7.73,4.667,7.96E-08,7.89E-08
Hg,312.5674,1,0.656,5,3,8.852,4.886,4.92E-08,4.91E-08
Hg,366.2875,1,0.6153,3,5,8.845,5.461,2.81E-08,2.80E-08
Hg,296.7283,1,0.45,3,1,8.845,4.667,2.06E-08,2.05E-08
Hg,576.961,1,0.236,5,3,8.852,6.704,1.77E-08,1.77E-08
Hg,302.1504,1,0.509,7,5,9.563,5.461,1.40E-08,1.40E-08
Hg,365.4842,1,0.18,5,5,8.852,5.461,1.35E-08,1.35E-08
Hg,265.2039,1,0.388,5,3,9.56,4.886,7.67E-09,7.66E-09
Hg,398.39312,2,0.032,4,6,7.514,4.403,5.86E-09,5.80E-09
Hg,334.1484,1,0.168,3,5,9.17,5.461,4.15E-09,4.14E-09
Hg,289.3601,1,0.16,3,3,9.17,4.886,3.95E-09,3.95E-09
Hg,407.7837,1,0.04,1,3,7.926,4.886,3.48E-09,3.45E-09
Hg,265.5134,1,0.11,5,3,9.555,4.886,2.20E-09,2.19E-09
Hg,302.3471,1,0.094,5,5,9.56,5.461,1.86E-09,1.86E-09
Hg,434.74945,1,0.084,5,3,9.555,6.704,1.68E-09,1.67E-09
Hg,275.2777,1,0.061,3,1,9.17,4.667,1.51E-09,1.50E-09
Hg,205.2828,2,0.59,8,6,10.441,4.403,8.58E-10,8.57E-10
Hg,292.5414,1,0.077,3,5,9.698,5.461,7.05E-10,7.04E-10
Hg,257.6285,1,0.06468,3,3,9.698,4.887,5.92E-10,5.91E-10
Hg,690.746,1,0.028,5,3,9.525,7.73,5.91E-10,5.90E-10
Hg,433.92232,1,0.0288,5,3,9.56,6.704,5.69E-10,5.68E-10
Hg,491.6068,1,0.058,1,3,9.225,6.704,4.31E-10,4.30E-10
Hg,302.749,1,0.02,5,5,9.555,5.461,3.99E-10,3.99E-10
Hg,197.3794,2,0.55,4,6,10.685,4.403,2.54E-10,2.53E-10
Hg,226.22226,2,0.08,6,6,9.882,4.403,2.49E-10,2.48E-10
Hg,246.4058,1,0.02418,3,1,9.698,4.668,2.21E-10,2.21E-10
Hg,202.686,2,0.16,6,6,10.518,4.403,1.51E-10,1.51E-10
Hg,772.8825,1,0.0097,3,1,9.53,7.926,1.22E-10,1.22E-10
Hg,410.8054,1,0.03,1,3,9.721,6.704,8.77E-11,8.75E-11
Hg,285.6935,1,0.011,1,3,9.225,4.886,8.17E-11,8.15E-11
Hg,284.7675,2,3,2,4,11.867,7.514,7.65E-11,7.64E-11
Hg,226.02942,2,3,2,2,11.867,6.383,7.65E-11,7.64E-11
Hg,186.9228,2,10,4,2,13.016,6.383,6.06E-11,6.06E-11
Hg,222.4711,2,7.5,6,4,13.086,7.514,5.99E-11,5.99E-11
Hg,671.634,1,0.0043,3,1,9.772,7.926,3.43E-11,3.42E-11
Hg,623.436,1,0.0053,3,1,9.914,7.926,3.23E-11,3.23E-11
Hg,167.2537,2,0.32,6,6,11.816,4.403,2.69E-11,2.69E-11
Hg,198.7841,2,0.43,6,4,12.505,6.268,1.01E-11,1.01E-11
Hg,162.3874,2,0.2,4,6,12.038,4.403,7.42E-12,7.42E-12
Hg,291.62498,2,0.0078,6,4,10.518,6.268,7.36E-12,7.36E-12
Hg,225.2786,2,1.2,4,4,13.016,7.514,7.27E-12,7.27E-12
Hg,502.56,1,0.00027,3,3,9.17,6.704,6.67E-12,6.66E-12
Hg,214.8006,2,0.11,4,4,12.038,6.268,4.08E-12,4.08E-12
Hg,280.63554,2,0.008,4,4,10.685,6.268,3.69E-12,3.69E-12
Hg,219.0744,2,0.1,2,4,11.926,6.268,2.29E-12,2.29E-12
Hg,187.555,2,0.55,2,4,12.879,6.268,2.15E-12,2.15E-12
Hg,190.0121,2,0.19,4,4,12.793,6.268,1.74E-12,1.74E-12
Hg,170.7119,2,0.023,4,6,11.666,4.403,1.70E-12,1.70E-12
Hg,153.0298,2,0.06,6,6,12.505,4.403,1.40E-12,1.40E-12
Hg,164.9662,2,0.63,6,4,13.784,6.268,1.39E-12,1.39E-12
Hg,167.5809,2,0.012,8,6,11.802,4.403,1.38E-12,1.38E-12
Hg,229.6178,2,0.017,4,4,11.666,6.268,1.26E-12,1.26E-12
Hg,614.9873,2,0.9378,4,2,13.883,11.868,1.14E-12,1.14E-12
Hg,614.9475,2,0.62,4,2,13.883,11.867,7.58E-13,7.58E-13
Hg,794.4555,2,0.43,2,2,13.427,11.867,6.09E-13,6.09E-13
Hg,180.0815,2,0.12,4,4,13.153,6.268,5.64E-13,5.64E-13
Hg,567.7105,2,1.8,8,6,15.269,13.086,3.43E-13,3.43E-13
Hg,963.906,2,0.072,4,2,13.153,11.867,3.39E-13,3.39E-13
Hg,741.7864,2,0.12,4,2,13.538,11.867,2.77E-13,2.77E-13
Hg,542.5253,2,1.4,6,4,15.301,13.016,1.88E-13,1.88E-13
Hg,173.1823,2,0.13,2,4,13.427,6.268,1.84E-13,1.84E-13
Hg,153.914,2,1.8,6,4,15.57,7.514,1.48E-13,1.48E-13
Hg,170.5433,2,0.055,4,4,13.538,6.268,1.27E-13,1.27E-13
Hg,342.9584,2,3.50E-05,6,4,9.882,6.268,1.09E-13,1.09E-13
Hg,164.4514,2,1.1,2,4,15.054,7.514,7.78E-14,7.78E-14
Hg,588.8939,2,0.38,6,4,15.121,13.016,7.12E-14,7.12E-14
Hg,179.3921,2,0.026,2,4,13.179,6.268,5.82E-14,5.82E-14
Hg,171.1738,2,0.016,6,4,13.511,6.268,5.82E-14,5.82E-14
Hg,587.1279,2,1,4,2,15.538,13.427,5.80E-14,5.80E-14
Hg,542.5606,2,0.3774,6,4,15.302,13.017,5.07E-14,5.07E-14
Hg,567.7339,2,0.2585,8,6,15.27,13.087,4.91E-14,4.91E-14
Hg,734.6508,2,0.53,6,4,15.57,13.883,4.35E-14,4.35E-14
Hg,179.865,2,3.1,8,6,16.775,9.882,3.72E-14,3.72E-14
Hg,226.3634,2,2.8,8,10,16.775,11.3,3.36E-14,3.36E-14
Hg,762.0763,2,0.4,2,2,15.054,13.427,2.83E-14,2.83E-14
Hg,195.732,2,1.9,8,8,16.775,10.441,2.28E-14,2.28E-14
Hg,762.1015,2,0.3075,2,2,15.055,13.428,2.17E-14,2.17E-14
Hg,512.8442,2,0.25,6,4,15.57,13.153,2.05E-14,2.05E-14
Hg,154.5184,2,0.3,4,4,15.538,7.514,1.74E-14,1.74E-14
Hg,182.072,2,11,12,10,18.109,11.3,1.72E-14,1.72E-14
Hg,190.47,2,2.5,6,8,16.95,10.441,1.63E-14,1.63E-14
Hg,952.0198,2,0.72,10,8,16.571,15.269,1.57E-14,1.57E-14
Hg,610.0332,2,0.18,6,4,15.57,13.538,1.48E-14,1.48E-14
Hg,516.2357,2,0.0017,6,4,13.086,10.685,1.36E-14,1.36E-14
Hg,496.1873,2,0.0021,4,6,13.016,10.518,1.27E-14,1.27E-14
Hg,559.5268,2,0.088,6,6,15.301,13.086,1.18E-14,1.18E-14
Hg,652.1092,2,0.16,2,4,15.054,13.153,1.13E-14,1.13E-14
Hg,249.2064,2,0.78,8,8,16.775,11.802,9.36E-15,9.36E-15
Hg,184.8935,2,3.5,4,6,17.224,10.518,9.23E-15,9.23E-15
Hg,975.9557,2,0.51,8,6,16.571,15.301,8.90E-15,8.90E-15
Hg,154.191,2,12,4,6,17.923,9.882,8.81E-15,8.81E-15
Hg,151.1622,2,9.3,6,6,18.084,9.882,7.63E-15,7.63E-15
Hg,197.8804,2,1.1,6,4,16.95,10.685,7.18E-15,7.18E-15
Hg,240.7352,2,1.1,6,8,16.95,11.802,7.18E-15,7.18E-15
Hg,159.9601,2,6.3,10,8,18.192,10.441,7.08E-15,7.08E-15
Hg,160.1541,2,10,6,8,18.183,10.441,6.86E-15,6.86E-15
Hg,241.4142,2,1,6,6,16.95,11.816,6.53E-15,6.53E-15
Hg,165.5438,2,3.4,10,8,17.931,10.441,6.16E-15,6.16E-15
Hg,466.0219,2,0.1,4,2,15.538,12.879,5.80E-15,5.80E-15
Hg,360.5762,2,0.3,8,6,16.523,13.086,5.71E-15,5.71E-15
Hg,192.7605,2,0.85,6,6,16.95,10.518,5.55E-15,5.55E-15
Hg,294.7074,2,1.7,6,8,17.375,13.169,5.11E-15,5.10E-15
Hg,608.9794,2,0.027,6,6,15.121,13.086,5.06E-15,5.06E-15
Hg,748.6298,2,0.085,4,4,15.538,13.883,4.93E-15,4.93E-15
Hg,353.2594,2,0.3,6,4,16.525,13.016,4.27E-15,4.27E-15
Hg,223.0032,2,1.5,4,4,17.224,11.666,3.96E-15,3.96E-15
Hg,179.8934,2,3.4,10,10,18.192,11.3,3.82E-15,3.82E-15
Hg,160.5311,2,4,8,8,18.164,10.441,3.78E-15,3.78E-15
Hg,854.8664,2,0.2,8,6,16.571,15.121,3.49E-15,3.49E-15
Hg,569.859,2,0.046,2,2,15.054,12.879,3.25E-15,3.25E-15
Hg,229.1963,2,1.2,4,6,17.224,11.816,3.17E-15,3.17E-15
Hg,383.9259,2,0.047,2,2,15.096,11.867,3.08E-15,3.08E-15
Hg,162.2141,2,3.7,6,8,18.084,10.441,3.04E-15,3.04E-15
Hg,184.0623,2,6.5,8,6,18.552,11.816,3.02E-15,3.02E-15
Hg,194.8622,2,3.2,8,8,18.164,11.802,3.02E-15,3.02E-15
Hg,185.3271,2,1,6,4,17.375,10.685,3.00E-15,3.00E-15
Hg,161.9279,2,2.8,8,8,18.098,10.441,2.99E-15,2.99E-15
Hg,311.6195,2,0.088,4,2,15.845,11.867,2.91E-15,2.91E-15
Hg,152.7501,2,3,6,6,17.999,9.882,2.88E-15,2.88E-15
Hg,349.3859,2,0.27,6,4,16.701,13.153,2.79E-15,2.79E-15
Hg,161.7703,2,4,6,6,18.183,10.518,2.74E-15,2.74E-15
Hg,153.3589,2,3.8,4,6,17.967,9.882,2.58E-15,2.58E-15
Hg,320.8169,2,0.82,6,6,17.375,13.511,2.46E-15,2.46E-15
Hg,519.619,2,0.042,4,4,15.538,13.153,2.44E-15,2.44E-15
Hg,164.1657,2,8.8,8,10,18.852,11.3,2.37E-15,2.37E-15
Hg,380.6312,2,0.32,4,2,16.684,13.427,2.27E-15,2.27E-15
Hg,169.5114,2,2.3,6,4,17.999,10.685,2.21E-15,2.21E-15
Hg,161.4083,2,13,2,4,18.366,10.685,2.12E-15,2.12E-15
Hg,180.8287,2,0.7,6,6,17.375,10.518,2.10E-15,2.10E-15
Hg,233.9369,2,0.78,4,2,17.224,11.926,2.06E-15,2.06E-15
Hg,320.1385,2,0.1,2,2,15.739,11.867,2.01E-15,2.01E-15
Hg,161.1763,2,6.2,4,4,18.377,10.685,1.99E-15,1.99E-15
Hg,194.0219,2,1.7,10,8,18.192,11.802,1.91E-15,1.91E-15
Hg,260.3096,2,1,10,8,17.931,13.169,1.81E-15,1.81E-15
Hg,619.6409,2,0.03,4,4,15.538,13.538,1.74E-15,1.74E-15
Hg,629.1228,2,0.26,10,8,17.239,15.269,1.67E-15,1.67E-15
Hg,326.4039,2,0.23,6,4,16.95,13.153,1.50E-15,1.50E-15
Hg,377.6141,2,0.26,2,4,16.435,13.153,1.45E-15,1.45E-15
Hg,197.3479,2,1.7,6,8,18.084,11.802,1.40E-15,1.40E-15
Hg,202.2326,2,0.77,10,8,17.931,11.802,1.40E-15,1.40E-15
Hg,165.3609,2,2,6,4,18.183,10.685,1.37E-15,1.37E-15
Hg,596.1509,2,0.018,2,4,15.096,13.016,1.18E-15,1.18E-15
Hg,175.4112,2,0.18,6,6,16.95,9.882,1.18E-15,1.18E-15
Hg,327.7846,2,0.18,6,8,16.95,13.169,1.18E-15,1.18E-15
Hg,164.0443,2,1.2,6,8,17.999,10.441,1.15E-15,1.15E-15
Hg,293.5903,2,0.38,6,4,17.375,13.153,1.14E-15,1.14E-15
Hg,391.9264,2,0.11,6,4,16.701,13.538,1.14E-15,1.14E-15
Hg,163.5801,2,0.88,8,6,18.098,10.518,9.39E-16,9.39E-16
Hg,439.8617,2,0.09,6,4,16.701,13.883,9.29E-16,9.29E-16
Hg,639.489,2,0.18,8,6,17.239,15.301,9.23E-16,9.23E-16
Hg,189.5993,2,0.35,4,4,17.224,10.685,9.23E-16,9.23E-16
Hg,360.4085,2,0.14,6,6,16.95,13.511,9.14E-16,9.14E-16
Hg,531.6067,2,0.00015,4,4,13.016,10.685,9.08E-16,9.08E-16
Hg,222.4013,2,0.27,6,8,17.375,11.802,8.11E-16,8.11E-16
Hg,276.1932,2,0.83,6,6,17.999,13.511,7.96E-16,7.96E-16
Hg,239.0152,2,0.3,4,4,17.224,12.038,7.91E-16,7.91E-16
Hg,270.2445,2,0.74,8,6,18.098,13.511,7.90E-16,7.90E-16
Hg,150.9135,2,0.72,8,6,18.098,9.882,7.68E-16,7.68E-16
Hg,325.7501,2,0.1,4,2,16.684,12.879,7.10E-16,7.10E-16
Hg,412.0679,2,0.1213,2,2,16.436,13.428,6.77E-16,6.77E-16
Hg,412.044,2,0.12,2,2,16.435,13.427,6.71E-16,6.71E-16
Hg,180.6158,2,0.71,8,10,18.164,11.3,6.71E-16,6.71E-16
Hg,186.9863,2,0.37,10,10,17.931,11.3,6.70E-16,6.70E-16
Hg,198.1512,2,0.054,8,6,16.775,10.518,6.48E-16,6.48E-16
Hg,468.6563,2,7.70E-05,6,8,13.086,10.441,6.15E-16,6.15E-16
Hg,257.4841,2,0.9,4,4,17.967,13.153,6.10E-16,6.10E-16
Hg,188.9704,2,1.9,4,6,18.377,11.816,6.08E-16,6.08E-16
Hg,756.4534,2,0.11,8,6,17.208,15.57,5.97E-16,5.97E-16
Hg,404.0457,2,0.09,6,4,16.95,13.883,5.88E-16,5.88E-16
Hg,234.5524,2,0.085,6,4,16.95,11.666,5.55E-16,5.55E-16
Hg,345.1689,2,0.18,6,6,17.375,13.784,5.41E-16,5.41E-16
Hg,300.6507,2,0.095,8,6,17.208,13.086,5.16E-16,5.16E-16
Hg,200.4667,2,0.52,6,6,17.999,11.816,4.99E-16,4.99E-16
Hg,338.5103,2,0.15,6,8,17.375,13.713,4.50E-16,4.50E-16
Hg,354.9411,2,0.15,6,4,17.375,13.883,4.50E-16,4.50E-16
Hg,158.1748,2,7,8,8,19.64,11.802,4.47E-16,4.47E-16
Hg,427.7995,2,0.08,2,4,16.435,13.538,4.47E-16,4.47E-16
Hg,741.1852,2,0.11,6,4,17.211,15.538,4.46E-16,4.46E-16
Hg,246.7603,2,0.38,10,8,18.192,13.169,4.27E-16,4.27E-16
Hg,183.6672,2,0.91,8,8,18.552,11.802,4.23E-16,4.23E-16
Hg,193.4591,2,4.7,10,8,19.578,13.169,4.21E-16,4.21E-16
Hg,157.7621,2,1.3,4,6,18.377,10.518,4.16E-16,4.16E-16
Hg,585.1758,2,0.08,8,6,17.239,15.121,4.10E-16,4.10E-16
Hg,522.2922,2,0.13,10,8,17.642,15.269,3.99E-16,3.99E-16
Hg,295.5125,2,0.095,6,4,17.211,13.016,3.85E-16,3.85E-16
Hg,251.4762,2,0.36,8,8,18.098,13.169,3.84E-16,3.84E-16
Hg,482.7732,2,4.80E-05,6,6,13.086,10.518,3.83E-16,3.83E-16
Hg,167.4378,2,0.52,4,6,17.923,10.518,3.82E-16,3.82E-16
B,249.77224,1,1.68,2,4,4.964,0.002,1.45E-05,1.24E-05
B,249.67687,1,0.84,2,2,4.964,0,7.26E-06,6.22E-06
B,208.957004,1,0.433,6,4,5.933,0.002,1.53E-06,1.45E-06
B,182.639952,1,2.04,6,4,6.79,0.002,1.34E-06,1.31E-06
B,208.888851,1,0.361,4,2,5.934,0,8.51E-07,8.08E-07
B,182.58939,1,1.7,4,2,6.79,0,7.45E-07,7.30E-07
B,166.7272,1,1.04,6,4,7.438,0.002,1.96E-07,1.94E-07
B,208.955615,1,0.0716,4,4,5.934,0.002,1.69E-07,1.60E-07
B,182.640371,1,0.339,4,4,6.79,0.002,1.49E-07,1.46E-07
B,181.834891,1,0.622,2,4,6.82,0.002,1.29E-07,1.26E-07
B,166.685,1,0.866,4,2,7.438,0,1.09E-07,1.08E-07
B,181.78437,1,0.312,2,2,6.82,0,6.45E-08,6.32E-08
B,160.0761,1,0.56,6,4,7.747,0.002,5.84E-08,5.79E-08
B,160.0373,1,0.467,4,2,7.747,0,3.25E-08,3.22E-08
B,156.666,1,0.335,6,4,7.916,0.002,2.53E-08,2.52E-08
B,166.3031,1,0.394,2,4,7.457,0.002,2.39E-08,2.36E-08
