wavelength,element_symbol,ionization_level,relative_intensity,concentration,units
884.386,Zn,1,0.126128132142029,1,ppm
884.386,Zn,1,0.13465243209494407,1,ppm
884.386,Zn,1,0.12948573580167821,1,ppm
884.386,Zn,1,0.13028180626847075,1,ppm
884.386,Zn,1,0.13210768591255723,1,ppm
884.386,Zn,1,0.12943844227790907,1,ppm
884.386,Zn,1,0.11734679980934234,1,ppm
884.386,Zn,1,0.12589260903480462,1,ppm
884.386,Zn,1,0.12007160892444535,1,ppm
884.386,Zn,1,0.13371934741861574,1,ppm
884.386,Zn,1,0.12615357178684344,1,ppm
884.386,Zn,1,0.12713015728306395,1,ppm
884.386,Zn,1,0.1298678647470375,1,ppm
884.386,Zn,1,0.13266965269590716,1,ppm
884.386,Zn,1,0.13145301624957026,1,ppm
884.386,Zn,1,0.13010614512440047,1,ppm
884.386,Zn,1,0.13252499730676418,1,ppm
884.386,Zn,1,0.13029060195335748,1,ppm
884.386,Zn,1,0.13377702849505202,1,ppm
884.386,Zn,1,0.13002282593857212,1,ppm
884.386,Zn,1,0.1230068212824924,1,ppm
884.386,Zn,1,0.1371238464744658,1,ppm
884.386,Zn,1,0.126128132142029,1,ppm
884.386,Zn,1,0.13465243209494407,1,ppm
884.386,Zn,1,0.12948573580167821,1,ppm
884.386,Zn,1,0.13028180626847075,1,ppm
884.386,Zn,1,0.13210768591255723,1,ppm
884.386,Zn,1,0.12943844227790907,1,ppm
884.386,Zn,1,0.11734679980934234,1,ppm
884.386,Zn,1,0.12589260903480462,1,ppm
884.386,Zn,1,0.12007160892444535,1,ppm
884.386,Zn,1,0.13371934741861574,1,ppm
884.386,Zn,1,0.12615357178684344,1,ppm
884.386,Zn,1,0.12713015728306395,1,ppm
884.386,Zn,1,0.1298678647470375,1,ppm
210.274,Zn,1,0.13073957606525893,1,ppm
210.274,Zn,1,0.13160049445859767,1,ppm
210.274,Zn,1,0.1279002072046857,1,ppm
210.274,Zn,1,0.13172992831039307,1,ppm
210.274,Zn,1,0.12881803892153715,1,ppm
210.274,Zn,1,0.1305189784810308,1,ppm
210.274,Zn,1,0.12746683929800987,1,ppm
210.274,Zn,1,0.12415369415972863,1,ppm
210.274,Zn,1,0.13412669798894022,1,ppm
210.274,Zn,1,0.12779166298418035,1,ppm
210.274,Zn,1,0.1337143734085886,1,ppm
210.274,Zn,1,0.129225485072968,1,ppm
210.274,Zn,1,0.13040115997413704,1,ppm
210.274,Zn,1,0.13167994611619252,1,ppm
210.274,Zn,1,0.1297203391019221,1,ppm
210.274,Zn,1,0.11622230500208948,1,ppm
210.274,Zn,1,0.12536261523252903,1,ppm
210.274,Zn,1,0.1221490256621109,1,ppm
210.274,Zn,1,0.13326210270736905,1,ppm
210.274,Zn,1,0.12757026745517117,1,ppm
210.274,Zn,1,0.12613189785723147,1,ppm
210.274,Zn,1,0.13280977174814038,1,ppm
851.896,Zn,1,0.1320231941734726,1,ppm
851.896,Zn,1,0.13274014413976518,1,ppm
851.896,Zn,1,0.12888853521423513,1,ppm
851.896,Zn,1,0.1337866029635903,1,ppm
851.896,Zn,1,0.12913381413287417,1,ppm
851.896,Zn,1,0.13225405588840822,1,ppm
851.896,Zn,1,0.12924302234964555,1,ppm
851.896,Zn,1,0.12519234609419172,1,ppm
851.896,Zn,1,0.1343912084101653,1,ppm
851.896,Zn,1,0.13005324092235507,1,ppm
851.896,Zn,1,0.13393561685503155,1,ppm
851.896,Zn,1,0.13033024249577146,1,ppm
851.896,Zn,1,0.13107002339888632,1,ppm
851.896,Zn,1,0.13254845177900132,1,ppm
851.896,Zn,1,0.1294977272510134,1,ppm
851.896,Zn,1,0.11667371676906567,1,ppm
851.896,Zn,1,0.1250283831131513,1,ppm
851.896,Zn,1,0.12147796255540634,1,ppm
851.896,Zn,1,0.13223840119836963,1,ppm
851.896,Zn,1,0.12782775912359964,1,ppm
851.896,Zn,1,0.12898232326940617,1,ppm
851.896,Zn,1,0.1315773224572837,1,ppm
298.069,Zn,1,0.15365462902921714,1,ppm
298.069,Zn,1,0.14747679353395837,1,ppm
298.069,Zn,1,0.13601296153134407,1,ppm
298.069,Zn,1,0.14186844028839507,1,ppm
298.069,Zn,1,0.13539409827933502,1,ppm
298.069,Zn,1,0.13632236338962542,1,ppm
298.069,Zn,1,0.13438599729227416,1,ppm
298.069,Zn,1,0.12801502055532307,1,ppm
298.069,Zn,1,0.13964964166735708,1,ppm
298.069,Zn,1,0.13172543630108885,1,ppm
298.069,Zn,1,0.13606833298228305,1,ppm
298.069,Zn,1,0.13964146085897014,1,ppm
298.069,Zn,1,0.1382166264152533,1,ppm
298.069,Zn,1,0.134424413980209,1,ppm
298.069,Zn,1,0.13305696724236699,1,ppm
298.069,Zn,1,0.12132633949416863,1,ppm
298.069,Zn,1,0.12864786844429602,1,ppm
298.069,Zn,1,0.1299108796751192,1,ppm
298.069,Zn,1,0.1399301075130377,1,ppm
298.069,Zn,1,0.13385543236006484,1,ppm
298.069,Zn,1,0.13432689025075936,1,ppm
298.069,Zn,1,0.1373611474858752,1,ppm
669.331,Zn,1,0.34041271123267264,1,ppm
669.331,Zn,1,0.3421589150725638,1,ppm
669.331,Zn,1,0.34458285255024984,1,ppm
669.331,Zn,1,0.365379353466275,1,ppm
669.331,Zn,1,0.3657173553655591,1,ppm
669.331,Zn,1,0.36612424851820263,1,ppm
669.331,Zn,1,0.3499449184825543,1,ppm
669.331,Zn,1,0.3449681387195872,1,ppm
669.331,Zn,1,0.38091930493257187,1,ppm
669.331,Zn,1,0.3510824398778826,1,ppm
669.331,Zn,1,0.38231275046349433,1,ppm
669.331,Zn,1,0.3615378927647207,1,ppm
669.331,Zn,1,0.3475837881101451,1,ppm
669.331,Zn,1,0.3765690264908935,1,ppm
669.331,Zn,1,0.3593137960331819,1,ppm
669.331,Zn,1,0.3205249146388839,1,ppm
669.331,Zn,1,0.3527205794625726,1,ppm
669.331,Zn,1,0.33209259509032585,1,ppm
669.331,Zn,1,0.3633945360280175,1,ppm
669.331,Zn,1,0.3436462945767772,1,ppm
669.331,Zn,1,0.34082027630338785,1,ppm
669.331,Zn,1,0.3802810620836839,1,ppm
813.33,Zn,1,0.12841499409070956,1,ppm
813.33,Zn,1,0.13055988884756287,1,ppm
813.33,Zn,1,0.12689176604400648,1,ppm
813.33,Zn,1,0.13073379966646226,1,ppm
813.33,Zn,1,0.1313317079739584,1,ppm
813.33,Zn,1,0.1308253230965076,1,ppm
813.33,Zn,1,0.1268480115351734,1,ppm
813.33,Zn,1,0.12265387264870613,1,ppm
813.33,Zn,1,0.13412192440597306,1,ppm
813.33,Zn,1,0.12727729909421104,1,ppm
813.33,Zn,1,0.13186555378798784,1,ppm
813.33,Zn,1,0.13086465281452803,1,ppm
813.33,Zn,1,0.12937146417069406,1,ppm
813.33,Zn,1,0.13086805108951813,1,ppm
813.33,Zn,1,0.12848422237573628,1,ppm
813.33,Zn,1,0.11533747290586222,1,ppm
813.33,Zn,1,0.1246575031395493,1,ppm
813.33,Zn,1,0.12108996768695653,1,ppm
813.33,Zn,1,0.13054279359236473,1,ppm
813.33,Zn,1,0.126253067768496,1,ppm
813.33,Zn,1,0.1262217238698186,1,ppm
813.33,Zn,1,0.13029096542199306,1,ppm
534.989,Zn,1,0.1595510621512244,1,ppm
534.989,Zn,1,0.16088833325190818,1,ppm
534.989,Zn,1,0.15066940304593326,1,ppm
534.989,Zn,1,0.15653297946191633,1,ppm
534.989,Zn,1,0.15714193061332257,1,ppm
534.989,Zn,1,0.16725935950069312,1,ppm
534.989,Zn,1,0.16269420692442552,1,ppm
534.989,Zn,1,0.15717301320623606,1,ppm
534.989,Zn,1,0.1670959802480419,1,ppm
534.989,Zn,1,0.1554368417526687,1,ppm
534.989,Zn,1,0.16316953926205147,1,ppm
534.989,Zn,1,0.15919163253030494,1,ppm
534.989,Zn,1,0.1574398937539827,1,ppm
534.989,Zn,1,0.16549939383266038,1,ppm
534.989,Zn,1,0.15451120448701205,1,ppm
534.989,Zn,1,0.1410996707648944,1,ppm
534.989,Zn,1,0.1525388157395913,1,ppm
534.989,Zn,1,0.15148043797122368,1,ppm
534.989,Zn,1,0.16353128934146133,1,ppm
534.989,Zn,1,0.16461543074670298,1,ppm
534.989,Zn,1,0.15587660160831607,1,ppm
534.989,Zn,1,0.1674160299119509,1,ppm
266.507,Zn,1,0.13420143229202422,1,ppm
266.507,Zn,1,0.12166431827105885,1,ppm
266.507,Zn,1,0.11605206539843488,1,ppm
266.507,Zn,1,0.11864320089613878,1,ppm
266.507,Zn,1,0.11531206962375945,1,ppm
266.507,Zn,1,0.11942083440256199,1,ppm
266.507,Zn,1,0.11742579352492388,1,ppm
266.507,Zn,1,0.11399070270802308,1,ppm
266.507,Zn,1,0.11973791787699078,1,ppm
266.507,Zn,1,0.11646336258946366,1,ppm
266.507,Zn,1,0.1185050978023436,1,ppm
266.507,Zn,1,0.11679104397867353,1,ppm
266.507,Zn,1,0.11818466532620876,1,ppm
266.507,Zn,1,0.1197930339560114,1,ppm
266.507,Zn,1,0.11751067057692641,1,ppm
266.507,Zn,1,0.10512829277198674,1,ppm
266.507,Zn,1,0.11195406180823217,1,ppm
266.507,Zn,1,0.1110900327803204,1,ppm
266.507,Zn,1,0.11840717551511838,1,ppm
266.507,Zn,1,0.1155293709855289,1,ppm
266.507,Zn,1,0.11623605510633629,1,ppm
266.507,Zn,1,0.11901636792786166,1,ppm
569.766,Zn,1,0.1333431019274518,1,ppm
569.766,Zn,1,0.1331137169274982,1,ppm
569.766,Zn,1,0.13380015823146998,1,ppm
569.766,Zn,1,0.13426532603237715,1,ppm
569.766,Zn,1,0.13456800040875538,1,ppm
569.766,Zn,1,0.13330426033943604,1,ppm
569.766,Zn,1,0.1267654088251422,1,ppm
569.766,Zn,1,0.12166628433797227,1,ppm
569.766,Zn,1,0.13272420160644707,1,ppm
569.766,Zn,1,0.13037699925157095,1,ppm
569.766,Zn,1,0.13630614398975427,1,ppm
569.766,Zn,1,0.13112270928925915,1,ppm
569.766,Zn,1,0.13039176847609668,1,ppm
569.766,Zn,1,0.13442373204912147,1,ppm
569.766,Zn,1,0.12992174059388062,1,ppm
569.766,Zn,1,0.1170997726859784,1,ppm
569.766,Zn,1,0.1254507023603314,1,ppm
569.766,Zn,1,0.1228350375821087,1,ppm
569.766,Zn,1,0.13374545573495114,1,ppm
569.766,Zn,1,0.13055258653322255,1,ppm
569.766,Zn,1,0.13016601955132687,1,ppm
569.766,Zn,1,0.13249654001603373,1,ppm
658.117,Zn,1,0.7778372077080031,1,ppm
658.117,Zn,1,0.755077569951556,1,ppm
658.117,Zn,1,0.7699893963785412,1,ppm
658.117,Zn,1,0.7932462462837699,1,ppm
658.117,Zn,1,0.8024218903557413,1,ppm
658.117,Zn,1,0.7939567642453245,1,ppm
658.117,Zn,1,0.7899984093782836,1,ppm
658.117,Zn,1,0.7883518692893787,1,ppm
658.117,Zn,1,0.8172491343580244,1,ppm
658.117,Zn,1,0.7990301528763729,1,ppm
658.117,Zn,1,0.8230635977202732,1,ppm
658.117,Zn,1,0.7992343664172293,1,ppm
658.117,Zn,1,0.7723718012090666,1,ppm
658.117,Zn,1,0.8203487149840795,1,ppm
658.117,Zn,1,0.8124166445012369,1,ppm
658.117,Zn,1,0.7528266768907874,1,ppm
658.117,Zn,1,0.8137883427392348,1,ppm
658.117,Zn,1,0.7645016681635816,1,ppm
658.117,Zn,1,0.7911683884914499,1,ppm
658.117,Zn,1,0.7844081787646253,1,ppm
658.117,Zn,1,0.7887420297750658,1,ppm
658.117,Zn,1,0.8289995291110683,1,ppm
434.703,Zn,1,0.1764113412319071,1,ppm
434.703,Zn,1,0.1705929253088632,1,ppm
434.703,Zn,1,0.1722624909215152,1,ppm
434.703,Zn,1,0.17871033966926,1,ppm
434.703,Zn,1,0.16665991496612742,1,ppm
434.703,Zn,1,0.16635605530386768,1,ppm
434.703,Zn,1,0.17466901777881327,1,ppm
434.703,Zn,1,0.1715133056981354,1,ppm
434.703,Zn,1,0.18399526469214,1,ppm
434.703,Zn,1,0.17147534431924089,1,ppm
434.703,Zn,1,0.17790279350891344,1,ppm
434.703,Zn,1,0.1813402539367987,1,ppm
434.703,Zn,1,0.17066294250982483,1,ppm
434.703,Zn,1,0.17763973135595634,1,ppm
434.703,Zn,1,0.17882697767779102,1,ppm
434.703,Zn,1,0.1544992173990427,1,ppm
434.703,Zn,1,0.1753413934873082,1,ppm
434.703,Zn,1,0.16214726247942113,1,ppm
434.703,Zn,1,0.1796430927867368,1,ppm
434.703,Zn,1,0.16752780873779105,1,ppm
434.703,Zn,1,0.17311192577905288,1,ppm
434.703,Zn,1,0.1820025411615855,1,ppm
253.404,Zn,1,0.1515096574480477,1,ppm
253.404,Zn,1,0.1571063320622841,1,ppm
253.404,Zn,1,0.1518386798484907,1,ppm
253.404,Zn,1,0.1576041481430486,1,ppm
253.404,Zn,1,0.15316329555736494,1,ppm
253.404,Zn,1,0.15698190169996531,1,ppm
253.404,Zn,1,0.14982040662474222,1,ppm
253.404,Zn,1,0.14480344591748814,1,ppm
253.404,Zn,1,0.15816330323709288,1,ppm
253.404,Zn,1,0.15066873846344525,1,ppm
253.404,Zn,1,0.1592072232694977,1,ppm
253.404,Zn,1,0.15172647983136364,1,ppm
253.404,Zn,1,0.15213194628545115,1,ppm
253.404,Zn,1,0.15843954803679206,1,ppm
253.404,Zn,1,0.15344821851719603,1,ppm
253.404,Zn,1,0.13730652778795618,1,ppm
253.404,Zn,1,0.14794294138298628,1,ppm
253.404,Zn,1,0.14097963780052541,1,ppm
253.404,Zn,1,0.15344603192113443,1,ppm
253.404,Zn,1,0.14900766582766803,1,ppm
253.404,Zn,1,0.1484161543183013,1,ppm
253.404,Zn,1,0.15546347964575324,1,ppm
884.386,Zn,1,0.13266965269590716,1,ppm
884.386,Zn,1,0.13145301624957026,1,ppm
884.386,Zn,1,0.13010614512440047,1,ppm
884.386,Zn,1,0.13252499730676418,1,ppm
884.386,Zn,1,0.13029060195335748,1,ppm
884.386,Zn,1,0.13377702849505202,1,ppm
884.386,Zn,1,0.13002282593857212,1,ppm
884.386,Zn,1,0.1230068212824924,1,ppm
884.386,Zn,1,0.1371238464744658,1,ppm
884.386,Zn,1,0.126128132142029,1,ppm
884.386,Zn,1,0.13465243209494407,1,ppm
884.386,Zn,1,0.12948573580167821,1,ppm
884.386,Zn,1,0.13028180626847075,1,ppm
884.386,Zn,1,0.13210768591255723,1,ppm
884.386,Zn,1,0.12943844227790907,1,ppm
884.386,Zn,1,0.11734679980934234,1,ppm
884.386,Zn,1,0.12589260903480462,1,ppm
884.386,Zn,1,0.12007160892444535,1,ppm
884.386,Zn,1,0.13371934741861574,1,ppm
884.386,Zn,1,0.12615357178684344,1,ppm
884.386,Zn,1,0.12713015728306395,1,ppm
884.386,Zn,1,0.1298678647470375,1,ppm
246.416,Zn,1,0.14649455511550688,1,ppm
246.416,Zn,1,0.1532536617740586,1,ppm
246.416,Zn,1,0.15184375238579206,1,ppm
246.416,Zn,1,0.1546977427264085,1,ppm
246.416,Zn,1,0.1520709623988751,1,ppm
246.416,Zn,1,0.15543837589153794,1,ppm
246.416,Zn,1,0.14881890209783863,1,ppm
246.416,Zn,1,0.14477289131078416,1,ppm
246.416,Zn,1,0.15732649871926555,1,ppm
246.416,Zn,1,0.1510601106324586,1,ppm
246.416,Zn,1,0.15857166464498268,1,ppm
246.416,Zn,1,0.15169650059387876,1,ppm
246.416,Zn,1,0.15261586504980282,1,ppm
246.416,Zn,1,0.15869814133824592,1,ppm
246.416,Zn,1,0.1527192682543509,1,ppm
246.416,Zn,1,0.13573439784935218,1,ppm
246.416,Zn,1,0.14722369079052303,1,ppm
246.416,Zn,1,0.13997454314254335,1,ppm
246.416,Zn,1,0.15278284924779828,1,ppm
246.416,Zn,1,0.1482245907972187,1,ppm
246.416,Zn,1,0.14635864828899647,1,ppm
246.416,Zn,1,0.1562307850457088,1,ppm
398.626,Zn,1,0.36948821149149125,1,ppm
398.626,Zn,1,0.3992339754299419,1,ppm
398.626,Zn,1,0.4450625125375716,1,ppm
398.626,Zn,1,0.43752733342374783,1,ppm
398.626,Zn,1,0.4829795119247221,1,ppm
398.626,Zn,1,0.5407609590998216,1,ppm
398.626,Zn,1,0.5543844667891987,1,ppm
398.626,Zn,1,0.5774361860999984,1,ppm
398.626,Zn,1,0.5825766213434709,1,ppm
398.626,Zn,1,0.5227629023903082,1,ppm
398.626,Zn,1,0.5242290627946953,1,ppm
398.626,Zn,1,0.4852764789826922,1,ppm
398.626,Zn,1,0.5034925213389174,1,ppm
398.626,Zn,1,0.5891102031816975,1,ppm
398.626,Zn,1,0.5340158718618649,1,ppm
398.626,Zn,1,0.5168031981098258,1,ppm
398.626,Zn,1,0.5918103796956063,1,ppm
398.626,Zn,1,0.5343591424843451,1,ppm
398.626,Zn,1,0.4999560133312078,1,ppm
398.626,Zn,1,0.5214809758579487,1,ppm
398.626,Zn,1,0.5064171297288922,1,ppm
398.626,Zn,1,0.5720745223893173,1,ppm
848.185,Zn,1,0.13344831950948796,1,ppm
848.185,Zn,1,0.13258034746459116,1,ppm
848.185,Zn,1,0.13054976070698424,1,ppm
848.185,Zn,1,0.1326375832003578,1,ppm
848.185,Zn,1,0.1289255185892217,1,ppm
848.185,Zn,1,0.13368164904453816,1,ppm
848.185,Zn,1,0.1301856880257483,1,ppm
848.185,Zn,1,0.12491619667318628,1,ppm
848.185,Zn,1,0.1361383612865846,1,ppm
848.185,Zn,1,0.12970901581993938,1,ppm
848.185,Zn,1,0.13459398849209928,1,ppm
848.185,Zn,1,0.13041163091692756,1,ppm
848.185,Zn,1,0.1313218747998131,1,ppm
848.185,Zn,1,0.13254719110349353,1,ppm
848.185,Zn,1,0.13070146203500507,1,ppm
848.185,Zn,1,0.11632834019301681,1,ppm
848.185,Zn,1,0.1269270609786763,1,ppm
848.185,Zn,1,0.12273415505685996,1,ppm
848.185,Zn,1,0.13192534372688372,1,ppm
848.185,Zn,1,0.12919212612250686,1,ppm
848.185,Zn,1,0.1276616452345967,1,ppm
848.185,Zn,1,0.13254539263895995,1,ppm
884.386,Zn,1,0.13266965269590716,1,ppm
884.386,Zn,1,0.13145301624957026,1,ppm
884.386,Zn,1,0.13010614512440047,1,ppm
884.386,Zn,1,0.13252499730676418,1,ppm
884.386,Zn,1,0.13029060195335748,1,ppm
884.386,Zn,1,0.13377702849505202,1,ppm
884.386,Zn,1,0.13002282593857212,1,ppm
884.386,Zn,1,0.1230068212824924,1,ppm
884.386,Zn,1,0.1371238464744658,1,ppm
884.386,Zn,1,0.126128132142029,1,ppm
884.386,Zn,1,0.13465243209494407,1,ppm
884.386,Zn,1,0.12948573580167821,1,ppm
884.386,Zn,1,0.13028180626847075,1,ppm
884.386,Zn,1,0.13210768591255723,1,ppm
884.386,Zn,1,0.12943844227790907,1,ppm
884.386,Zn,1,0.11734679980934234,1,ppm
884.386,Zn,1,0.12589260903480462,1,ppm
884.386,Zn,1,0.12007160892444535,1,ppm
884.386,Zn,1,0.13371934741861574,1,ppm
884.386,Zn,1,0.12615357178684344,1,ppm
884.386,Zn,1,0.12713015728306395,1,ppm
884.386,Zn,1,0.1298678647470375,1,ppm
380.972,Zn,1,0.15110647709612227,1,ppm
380.972,Zn,1,0.14261893837017647,1,ppm
380.972,Zn,1,0.13118072582566595,1,ppm
380.972,Zn,1,0.13623364719182832,1,ppm
380.972,Zn,1,0.13300126072836188,1,ppm
380.972,Zn,1,0.12963768459353012,1,ppm
380.972,Zn,1,0.1295071802424027,1,ppm
380.972,Zn,1,0.11846158722783734,1,ppm
380.972,Zn,1,0.1352536041420368,1,ppm
380.972,Zn,1,0.1291154956672792,1,ppm
380.972,Zn,1,0.1326783017057246,1,ppm
380.972,Zn,1,0.13332027844700586,1,ppm
380.972,Zn,1,0.13663419703101054,1,ppm
380.972,Zn,1,0.1269271896703223,1,ppm
380.972,Zn,1,0.12186237656920913,1,ppm
380.972,Zn,1,0.11506447423352777,1,ppm
380.972,Zn,1,0.12012954885159177,1,ppm
380.972,Zn,1,0.12063193876680627,1,ppm
380.972,Zn,1,0.1359935333625003,1,ppm
380.972,Zn,1,0.13286138017185609,1,ppm
380.972,Zn,1,0.12985434999285436,1,ppm
380.972,Zn,1,0.12836577065464236,1,ppm
213.898,Zn,1,0.11529505889005483,1.5,ppm
213.898,Zn,1,0.10198939073641075,1.5,ppm
213.898,Zn,1,0.1105493715938297,1.5,ppm
213.898,Zn,1,0.07423653571523135,1.5,ppm
213.898,Zn,1,0.11407193422342404,1.5,ppm
213.898,Zn,1,0.11400204587001078,1.5,ppm
213.898,Zn,1,0.08472784488620412,1.5,ppm
213.898,Zn,1,0.09718855738523553,1.5,ppm
213.898,Zn,1,0.08222706097261034,1.5,ppm
213.898,Zn,1,0.07515162621215285,1.5,ppm
213.898,Zn,1,0.07924187166128198,1.5,ppm
213.898,Zn,1,0.09796582806776521,1.5,ppm
213.898,Zn,1,0.06914496117625847,1.5,ppm
213.898,Zn,1,0.07605124284187836,1.5,ppm
213.898,Zn,1,0.08020473280935464,1.5,ppm
213.898,Zn,1,0.0819228627637196,1.5,ppm
213.898,Zn,1,0.08116578631736923,1.5,ppm
213.898,Zn,1,0.08635961167482045,1.5,ppm
213.898,Zn,1,0.08154523351643518,1.5,ppm
213.898,Zn,1,0.08987578923855331,1.5,ppm
213.898,Zn,1,0.09745166426470157,1.5,ppm
213.898,Zn,1,0.0933609842786443,1.5,ppm
213.898,Zn,1,0.08889537985109949,1.5,ppm
213.898,Zn,1,0.08511643415107711,1.5,ppm
213.898,Zn,1,0.09558629164216907,1.5,ppm
213.898,Zn,1,0.08296594933631118,1.5,ppm
213.898,Zn,1,0.08098218209093301,1.5,ppm
213.898,Zn,1,0.09297431049215774,1.5,ppm
213.898,Zn,1,0.09210157720706169,1.5,ppm
213.898,Zn,1,0.08832055944513069,1.5,ppm
202.59,Zn,1,0.11383625093976682,1.5,ppm
202.59,Zn,1,0.10112515866707124,1.5,ppm
202.59,Zn,1,0.10930698277266021,1.5,ppm
202.59,Zn,1,0.07378285984950382,1.5,ppm
202.59,Zn,1,0.11373059747745934,1.5,ppm
202.59,Zn,1,0.11296972300117361,1.5,ppm
202.59,Zn,1,0.08416310650653508,1.5,ppm
202.59,Zn,1,0.09660006626534103,1.5,ppm
202.59,Zn,1,0.08102926006275787,1.5,ppm
202.59,Zn,1,0.07493381315866045,1.5,ppm
202.59,Zn,1,0.07925398034327434,1.5,ppm
202.59,Zn,1,0.0964378421783988,1.5,ppm
202.59,Zn,1,0.06879348428399867,1.5,ppm
202.59,Zn,1,0.0755044134543238,1.5,ppm
202.59,Zn,1,0.08001999669548963,1.5,ppm
202.59,Zn,1,0.08072477242023754,1.5,ppm
202.59,Zn,1,0.08044480607175328,1.5,ppm
202.59,Zn,1,0.08653584999048937,1.5,ppm
202.59,Zn,1,0.08082722981052282,1.5,ppm
202.59,Zn,1,0.08919940968485071,1.5,ppm
202.59,Zn,1,0.09711195328941495,1.5,ppm
202.59,Zn,1,0.09256910052496582,1.5,ppm
202.59,Zn,1,0.08774732979039503,1.5,ppm
202.59,Zn,1,0.08448935704182024,1.5,ppm
202.59,Zn,1,0.09613777095185984,1.5,ppm
202.59,Zn,1,0.08172052372913773,1.5,ppm
202.59,Zn,1,0.0801641524831157,1.5,ppm
202.59,Zn,1,0.09205054941546437,1.5,ppm
202.59,Zn,1,0.09107536463021558,1.5,ppm
202.59,Zn,1,0.0880903810613432,1.5,ppm
206.22,Zn,1,0.11329930660221396,1.5,ppm
206.22,Zn,1,0.10075325214172863,1.5,ppm
206.22,Zn,1,0.11056660128414066,1.5,ppm
206.22,Zn,1,0.07352448051231156,1.5,ppm
206.22,Zn,1,0.11420235022321425,1.5,ppm
206.22,Zn,1,0.11316544168416838,1.5,ppm
206.22,Zn,1,0.08482777011683154,1.5,ppm
206.22,Zn,1,0.0973596481296556,1.5,ppm
206.22,Zn,1,0.08193173566518483,1.5,ppm
206.22,Zn,1,0.0751371514294838,1.5,ppm
206.22,Zn,1,0.07892909079812432,1.5,ppm
206.22,Zn,1,0.09718403855426239,1.5,ppm
206.22,Zn,1,0.06871081697575643,1.5,ppm
206.22,Zn,1,0.07568925261486693,1.5,ppm
206.22,Zn,1,0.079388614984814,1.5,ppm
206.22,Zn,1,0.08163885033645116,1.5,ppm
206.22,Zn,1,0.0807651943194053,1.5,ppm
206.22,Zn,1,0.0855650732884647,1.5,ppm
206.22,Zn,1,0.08025316532481509,1.5,ppm
206.22,Zn,1,0.08867249478820617,1.5,ppm
206.22,Zn,1,0.09673361146075439,1.5,ppm
206.22,Zn,1,0.09269722682871027,1.5,ppm
206.22,Zn,1,0.08744704485078747,1.5,ppm
206.22,Zn,1,0.08511679180110704,1.5,ppm
206.22,Zn,1,0.09578050184540542,1.5,ppm
206.22,Zn,1,0.08248745825733685,1.5,ppm
206.22,Zn,1,0.08060059536419802,1.5,ppm
206.22,Zn,1,0.09265371520823691,1.5,ppm
206.22,Zn,1,0.0906438026830739,1.5,ppm
206.22,Zn,1,0.08788814816900946,1.5,ppm
481.039,Zn,1,0.16897148697969305,1.5,ppm
481.039,Zn,1,0.15679916081778497,1.5,ppm
481.039,Zn,1,0.17026699815688504,1.5,ppm
481.039,Zn,1,0.11576125883342056,1.5,ppm
481.039,Zn,1,0.17154424389431977,1.5,ppm
481.039,Zn,1,0.17237683063941106,1.5,ppm
481.039,Zn,1,0.12885554646014413,1.5,ppm
481.039,Zn,1,0.15128544493113333,1.5,ppm
481.039,Zn,1,0.12920771605489612,1.5,ppm
481.039,Zn,1,0.11478651725174374,1.5,ppm
481.039,Zn,1,0.12417430295364351,1.5,ppm
481.039,Zn,1,0.15118409496277885,1.5,ppm
481.039,Zn,1,0.10663279319028277,1.5,ppm
481.039,Zn,1,0.11852322805410351,1.5,ppm
481.039,Zn,1,0.12637344527491573,1.5,ppm
481.039,Zn,1,0.13035693833780598,1.5,ppm
481.039,Zn,1,0.12941741569405563,1.5,ppm
481.039,Zn,1,0.1297185649951174,1.5,ppm
481.039,Zn,1,0.12769958430049877,1.5,ppm
481.039,Zn,1,0.14266877224274932,1.5,ppm
481.039,Zn,1,0.15466002295309456,1.5,ppm
481.039,Zn,1,0.14784772529311418,1.5,ppm
481.039,Zn,1,0.1388583908999768,1.5,ppm
481.039,Zn,1,0.13297446211598574,1.5,ppm
481.039,Zn,1,0.14809976477275621,1.5,ppm
481.039,Zn,1,0.13006647471605412,1.5,ppm
481.039,Zn,1,0.12532348809359353,1.5,ppm
481.039,Zn,1,0.14348281655410772,1.5,ppm
481.039,Zn,1,0.14318878255841358,1.5,ppm
481.039,Zn,1,0.13469109501014687,1.5,ppm
472.224,Zn,1,0.1331176467675227,1.5,ppm
472.224,Zn,1,0.11329162807563205,1.5,ppm
472.224,Zn,1,0.12422217101275503,1.5,ppm
472.224,Zn,1,0.08333635483424313,1.5,ppm
472.224,Zn,1,0.12879352859371648,1.5,ppm
472.224,Zn,1,0.13256854788202518,1.5,ppm
472.224,Zn,1,0.09731407675222202,1.5,ppm
472.224,Zn,1,0.11363302158071749,1.5,ppm
472.224,Zn,1,0.0943022846451574,1.5,ppm
472.224,Zn,1,0.0883708179529869,1.5,ppm
472.224,Zn,1,0.09056137869090741,1.5,ppm
472.224,Zn,1,0.11447863519908216,1.5,ppm
472.224,Zn,1,0.08079317016983742,1.5,ppm
472.224,Zn,1,0.09013393709009508,1.5,ppm
472.224,Zn,1,0.09431364360222859,1.5,ppm
472.224,Zn,1,0.09697694628184723,1.5,ppm
472.224,Zn,1,0.0968994911352784,1.5,ppm
472.224,Zn,1,0.10007017226373051,1.5,ppm
472.224,Zn,1,0.0932814897539727,1.5,ppm
